	ID	b	cg	cs	g	i	im_asym	im_box_h1	im_box_h2	im_box_w1	im_box_w2	im_curvature_deg	im_curvature_rad	im_length_curved	im_length_curved_px	im_length_straight	im_length_straight_px	im_mm_per_px	im_p_1st_quart_1	im_p_1st_quart_2	im_p_3rd_quart_1	im_p_3rd_quart_2	im_p_circle_center	im_p_egg_middle	im_p_length_1	im_p_length_2	im_p_midpoint_1	im_p_midpoint_2	im_p_scale_bar_1	im_p_scale_bar_2	im_q_development	im_q_geo_pattern	im_q_image_type	im_q_operculum	im_radius_mm	im_radius_px	im_sb_length_mm	im_sb_length_px	im_status	im_width	im_width_px	real_ar	real_asym	real_curv
0	05100001	art_egg	art_egg_for_clicking	1	art_egg	1	1.07944746431	491.0	692.0	84.0	221.0	3.18237439874	0.0555412731868	0.752600231414	76.0163490252	0.752503499892	76.0065786626	0.00990050483961	(129, 654)	(125, 529)	(167, 522)	(167, 657)	(167.0, 1957.5)	(147, 589)	(111, 590)	(187, 589)	(148, 666)	(146, 513)	(215, 481)	(316, 482)	n	n	d	n	13.550287709144339	1368.6461376119103	1.0	101.004950374	absolute	1.5149066533	153.013071337	0.5	1.0	000
1	05100301	art_egg	art_egg_for_clicking	1	art_egg	1	1.02156629548	249.0	458.0	82.0	215.0	62.9974640111	1.09948073995	0.877078863561	89.4620440833	0.833563981922	85.023526156	0.00980392156863	(144, 428)	(118, 325)	(148, 427)	(179, 323)	(147.86800785083418, 433.35966633954865)	(149, 352)	(107, 363)	(192, 365)	(147, 428)	(151, 277)	(214, 475)	(316, 475)	n	n	d	n	0.7977209892756469	81.36754090611599	1.0	102.0	absolute	1.48091147884	151.052970841	0.5	1.0	030
2	05120001	art_egg	art_egg_for_clicking	1	art_egg	1	1.26940134684	484.0	694.0	329.0	458.0	5.95264850513	0.103890251549	0.755205266075	77.0346390373	0.75486568399	77.0	0.00980345044142	(372, 529)	(369, 644)	(410, 659)	(407, 513)	(391.5, -152.5)	(391, 589)	(353, 588)	(430, 588)	(391, 665)	(391, 513)	(215, 482)	(317, 481)	n	n	d	n	7.269260154952802	741.5001685771892	1.0	102.004901843	absolute	1.4901244671	152.0	0.5	1.2	000
3	05120301	art_egg	art_egg_for_clicking	1	art_egg	1	1.2043661352	239.0	456.0	327.0	455.0	97.5097744869	1.70181642528	0.981975594489	99.1843961896	0.867693257946	87.6413144584	0.00990050483961	(380, 423)	(363, 322)	(432, 358)	(376, 422)	(380.03912543153046, 419.3285385500573)	(395, 363)	(349, 370)	(433, 395)	(378, 423)	(412, 303)	(215, 476)	(316, 475)	n	n	d	n	0.5770161692538208	58.28148954032294	1.0	101.004950374	absolute	1.23482754221	124.723694621	0.5	1.2	030
4	05180001	art_egg	art_egg_for_clicking	1	art_egg	1	1.84737908198	463.0	700.0	552.0	727.0	23.6401931923	0.412587038409	0.760502932454	77.5750269763	0.755120276133	77.0259696466	0.00980345044142	(614, 637)	(608, 551)	(638, 669)	(658, 511)	(626.7214983713354, 773.9723127035821)	(631, 586)	(593, 589)	(670, 591)	(630, 661)	(633, 511)	(215, 482)	(317, 481)	n	n	d	n	1.8432545418464208	188.0209986127075	1.0	102.004901843	absolute	1.47081164032	150.029997001	0.5	1.8	000
5	05180301	art_egg	art_egg_for_clicking	1	art_egg	1	1.65226458671	204.0	485.0	545.0	735.0	45.1915692288	0.78871841518		100.592239448		98.005101908		(604, 394)	(642, 272)	(624, 422)	(674, 363)	(578.5313152400835, 479.8256784968686)	(638, 367)	(592, 353)	(678, 400)	(614, 411)	(662, 323)			n	n	d	n		127.53884974921596			relative		100.239712689	0.5	1.8	030
6	10100001	art_egg	art_egg_for_clicking	1	art_egg	1	1.04131954786	495.0	685.0	802.0	991.0	1.63695920148	0.0285694851748	1.43138601699	146.008390163	1.43133733751	146.003424617	0.00980345044142	(856, 649)	(855, 528)	(931, 524)	(930, 650)	(930.0, 5698.5)	(892, 588)	(822, 589)	(968, 588)	(893, 660)	(892, 516)	(964, 481)	(1066, 482)	n	n	d	n	50.10191847127855	5110.641275808742	1.0	102.004901843	absolute	1.41173090291	144.00347218	1.0	1.0	000
7	10100301	art_egg	art_egg_for_clicking	1	art_egg	1	1.05022496498	258.0	455.0	795.0	993.0	24.3942080492	0.425746692148	1.49648435985	151.152328502	1.48520772681	150.013332741	0.00990050483961	(862, 415)	(849, 299)	(924, 417)	(936, 295)	(899.626455906822, 704.9841930116476)	(894, 350)	(820, 359)	(970, 357)	(895, 422)	(893, 279)	(964, 476)	(1065, 475)	n	n	d	n	3.5149641499336473	355.028779529494	1.0	101.004950374	absolute	1.41591065389	143.01398533	1.0	1.0	030
8	10120001	art_egg	art_egg_for_clicking	1	art_egg	1	1.242822051	486.0	699.0	1033.0	1246.0	3.18237439874	0.0555412731868	1.45569600618	147.032502864	1.45550890594	147.013604813	0.00990050483961	(1100, 531)	(1097, 642)	(1171, 657)	(1170, 519)	(1171.5, -2059.0)	(1134, 588)	(1062, 586)	(1209, 588)	(1134, 660)	(1135, 516)	(964, 474)	(1065, 475)	n	n	d	n	26.20926605855217	2647.265617575992	1.0	101.004950374	absolute	1.42570707324	144.00347218	1.0	1.2	000
9	10120301	art_egg	art_egg_for_clicking	1	art_egg	1	1.16472849444	251.0	456.0	1044.0	1251.0	24.2195368243	0.422698194075	1.48767223397	151.742567865	1.47662161038	150.615404259	0.00980392156863	(1095, 407)	(1099, 299)	(1156, 423)	(1187, 301)	(1085.2306733167084, 705.233167082291)	(1137, 350)	(1062, 347)	(1211, 369)	(1126, 421)	(1148, 279)	(964, 476)	(1066, 476)	n	n	d	n	3.519466737306839	358.9856072052976	1.0	102.0	absolute	1.40876587817	143.694119573	1.0	1.2	030
10	10180001	art_egg	art_egg_for_clicking	1	art_egg	1	1.87358250917	466.0	699.0	1261.0	1489.0	9.40642435359	0.164168233927	1.43351890168	146.218927971	1.43190964943	146.054784242	0.00980392156863	(1339, 545)	(1339, 630)	(1409, 667)	(1418, 508)	(1353.689497716895, 1475.3333333333312)	(1378, 585)	(1305, 586)	(1451, 590)	(1376, 659)	(1380, 512)	(963, 481)	(1065, 481)	n	n	d	n	8.732011470118046	890.6651699520406	1.0	102.0	absolute	1.44170991861	147.054411699	1.0	1.8	000
11	10180301	art_egg	art_egg_for_clicking	1	art_egg	1	1.4044506743	223.0	469.0	1268.0	1493.0	48.2409069305	0.841937828456	1.5821736484	159.807370839	1.53585520335	155.128978595	0.00990050483961	(1342, 400)	(1341, 311)	(1390, 429)	(1439, 314)	(1345.3813229571986, 530.2431906614879)	(1382, 344)	(1304, 345)	(1456, 376)	(1367, 418)	(1397, 270)	(964, 476)	(1065, 475)	n	n	d	n	1.8792048473427396	189.80899234792943	1.0	101.004950374	absolute	1.49507457693	151.009933448	1.0	1.8	030
12	20100001	art_egg	art_egg_for_clicking	1	art_egg	1	1.05601303413	1250.0	1395.0	25.0	248.0	4.01546491787	0.0700810168861	1.6964539064	173.038298453	1.69610676617	173.002890149	0.00980392156863	(99, 1293)	(97, 1364)	(182, 1366)	(183, 1291)	(156.76335877862599, -1141.0610687022913)	(140, 1328)	(56, 1326)	(229, 1327)	(140, 1371)	(140, 1286)	(215, 1199)	(317, 1199)	n	n	d	n	24.207038964058043	2469.1179743339203	1.0	102.0	absolute	0.833333333333	85.0	2.0	1.0	000
13	20100301	art_egg	art_egg_for_clicking	1	art_egg	1	1.04118076496	1016.0	1169.0	23.0	269.0	18.6139553221	0.324865225803	1.67718975383	172.75868615	1.669824216	172.0	0.00970828032559	(100, 1054)	(93, 1124)	(186, 1126)	(180, 1053)	(142.0, 559.2142857142858)	(142, 1091)	(56, 1084)	(228, 1084)	(142, 1133)	(142, 1050)	(214, 1198)	(317, 1199)	n	n	d	n	5.16272478743157	531.7857142857142	1.0	103.004854255	absolute	0.805787267024	83.0	2.0	1.0	030
14	20101201	art_egg	art_egg_for_clicking	1	art_egg	1	1.08151924126	775.0	931.0	24.0	264.0	101.364572995	1.76909336702	1.89056476309	190.947041072	1.65349498995	167.002993985	0.00990099009901	(79, 874)	(105, 819)	(172, 820)	(199, 880)	(141.09047474594269, 751.1092825724253)	(138, 859)	(58, 820)	(225, 819)	(139, 821)	(138, 898)	(215, 1193)	(316, 1193)	n	n	d	n	1.0686630781264685	107.93497089077331	1.0	101.0	absolute	0.762440527057	77.0064932327	2.0	1.0	120
15	20120001	art_egg	art_egg_for_clicking	1	art_egg	1	1.23477050626	1235.0	1414.0	258.0	519.0	3.96814316218	0.0692551207999	1.68655900368	172.037285623	1.68622197409	172.002906952	0.00980345044142	(338, 1360)	(338, 1296)	(425, 1288)	(427, 1367)	(369.56640625, -1156.078125)	(382, 1328)	(298, 1327)	(470, 1326)	(382, 1370)	(382, 1287)	(214, 1200)	(316, 1199)	n	n	d	n	24.352841843383043	2484.109241832383	1.0	102.004901843	absolute	0.813686386638	83.0	2.0	1.2	000
16	20120301	art_egg	art_egg_for_clicking	1	art_egg	1	1.28615017481	1004.0	1175.0	264.0	508.0	24.0375398259	0.419521840905	1.70554907864	172.260456942	1.69306930693	171.0	0.00990099009901	(341, 1058)	(335, 1121)	(429, 1130)	(421, 1049)	(383.49999999999994, 681.3888888888894)	(383, 1092)	(298, 1083)	(469, 1083)	(383, 1134)	(384, 1050)	(215, 1194)	(316, 1194)	n	n	d	n	4.065459559755421	410.61141553529757	1.0	101.0	absolute	0.831742100694	84.0059521701	2.0	1.2	030
17	20121201	art_egg	art_egg_for_clicking	1	art_egg	1	1.26645410955	761.0	954.0	265.0	511.0	101.950766399	1.77932407023	1.88252386395	190.134910259	1.64383273486	166.027106221	0.00990099009901	(348, 821)	(322, 872)	(414, 816)	(444, 882)	(386.2158087115443, 752.2252512945477)	(382, 859)	(302, 818)	(468, 821)	(383, 821)	(382, 897)	(215, 1192)	(316, 1192)	n	n	d	n	1.0579994366634053	106.85794310300395	1.0	101.0	absolute	0.752540382798	76.0065786626	2.0	1.2	120
18	20180001	art_egg	art_egg_for_clicking	1	art_egg	1	1.88010637997	1245.0	1415.0	514.0	738.0	1.30215916446	0.0227262945286	1.70303572814	172.006608542	1.70299907873	172.002906952	0.00990099009901	(665, 1281)	(664, 1375)	(581, 1303)	(581, 1353)	(581.0, 8896.5)	(623, 1328)	(711, 1329)	(539, 1328)	(623, 1369)	(623, 1287)	(215, 1201)	(316, 1201)	n	n	d	n	74.93679737370279	7568.616534743982	1.0	101.0	absolute	0.811881188119	82.0	2.0	1.8	000
19	20180301	art_egg	art_egg_for_clicking	1	art_egg	1	1.98889036153	1001.0	1179.0	493.0	739.0	13.1297558127	0.229150710475	1.71142642599	174.565495451	1.70768442116	174.183810958	0.00980392156863	(667, 1044)	(668, 1138)	(583, 1067)	(578, 1114)	(660.7586206896552, 331.0000000000051)	(626, 1092)	(713, 1091)	(539, 1083)	(628, 1051)	(624, 1134)	(215, 1193)	(317, 1193)	n	n	d	n	7.468562599856916	761.7933851854054	1.0	102.0	absolute	0.814669898453	83.0963296422	2.0	1.8	030
20	20181201	art_egg	art_egg_for_clicking	1	art_egg	1	1.86710590299	769.0	939.0	510.0	737.0	101.002696243	1.76277761248	1.88396528206	192.173693673	1.64934131276	168.240898714	0.00980345044142	(590, 829)	(568, 869)	(655, 810)	(687, 889)	(633.7095323741006, 751.2553956834535)	(626, 860)	(546, 816)	(714, 825)	(628, 822)	(624, 899)	(215, 1193)	(317, 1192)	n	n	d	n	1.0687481329057749	109.01754839194274	1.0	102.004901843	absolute	0.755883538063	77.1038261048	2.0	1.8	120
21	60100001	art_egg	art_egg_for_clicking	1	art_egg	1	1.0	1271.0	1380.0	778.0	1020.0	0.0	0.0	1.68924077665		1.68924077665	174.0	0.00970828032559	(852, 1312)	(852, 1335)	(939, 1312)	(939, 1335)	DNE	(896, 1323)	(809, 1323)	(983, 1323)	(896, 1310)	(896, 1337)	(1066, 1200)	(963, 1199)	n	n	d	n	DNE	DNE	1.0	103.004854255	absolute	0.262123568791	27.0	6.0	1.0	000
22	60100301	art_egg	art_egg_for_clicking	1	art_egg	1	1.0	1045.0	1123.0	788.0	1007.0	31.5945020277	0.551411822889	1.71775807493	175.211323643	1.69607843137	173.0	0.00980392156863	(853, 1073)	(850, 1097)	(940, 1097)	(937, 1073)	(895.5, 770.25)	(895, 1088)	(809, 1076)	(982, 1076)	(895, 1074)	(895, 1102)	(963, 1193)	(1065, 1193)	n	n	d	n	3.115199935203796	317.75039339078717	1.0	102.0	absolute	0.274509803922	28.0	6.0	1.0	030
23	60101201	art_egg	art_egg_for_clicking	1	art_egg	1	1.00620848536	786.0	926.0	788.0	1004.0	117.434477614	2.04955784124	1.8995245886	191.861386805	1.58408077434	160.0	0.00990050483961	(843, 863)	(854, 842)	(934, 845)	(947, 865)	(896.0, 773.3888888888889)	(896, 867)	(816, 822)	(976, 822)	(896, 855)	(896, 880)	(964, 1193)	(1065, 1192)	n	n	d	n	0.9267972585971043	93.61111111111109	1.0	101.004950374	absolute	0.24751262099	25.0	6.0	1.0	120
24	60120001	art_egg	art_egg_for_clicking	1	art_egg	1	1.28659581772	1267.0	1379.0	1009.0	1261.0	0.0	0.0	1.70873786408		1.70873786408	176.0	0.00970873786408	(1182, 1337)	(1181, 1310)	(1093, 1334)	(1093, 1313)	DNE	(1137, 1323)	(1225, 1323)	(1049, 1323)	(1138, 1337)	(1137, 1309)	(963, 1193)	(1066, 1193)	n	n	d	n	DNE	DNE	1.0	103.0	absolute	0.272017975265	28.0178514522	6.0	1.2	000
25	60120301	art_egg	art_egg_for_clicking	1	art_egg	1	1.32520352534	1018.0	1141.0	1010.0	1262.0	30.1063482505	0.525439405716	1.74269449303	176.020770786	1.72271629158	174.002873539	0.00990050483961	(1177, 1073)	(1181, 1098)	(1091, 1075)	(1089, 1094)	(1135.140820410205, 752.0027513756866)	(1135, 1087)	(1224, 1075)	(1050, 1076)	(1135, 1074)	(1135, 1101)	(964, 1194)	(1065, 1193)	n	n	d	n	3.3166421742955654	334.99727822214913	1.0	101.004950374	absolute	0.26731363067	27.0	6.0	1.2	030
26	60121201	art_egg	art_egg_for_clicking	1	art_egg	1	1.22631808318	790.0	914.0	1022.0	1250.0	115.246573888	2.01137284371	1.86786968548	190.531863922	1.56855207063	160.0	0.00980345044142	(1177, 844)	(1189, 865)	(1096, 846)	(1086, 863)	(1137.0, 771.2727272727273)	(1137, 866)	(1217, 822)	(1057, 822)	(1137, 854)	(1137, 879)	(963, 1192)	(1065, 1193)	n	n	d	n	0.9286541236329185	94.72727272727275	1.0	102.004901843	absolute	0.245086261036	25.0	6.0	1.2	120
27	60180001	art_egg	art_egg_for_clicking	1	art_egg	1	2.06666666667	1259.0	1381.0	1261.0	1491.0	1.27322470258	0.0222213077952	1.71566713555	175.006457757	1.71563183688	175.00285712	0.00980345044142	(1419, 1339)	(1419, 1308)	(1333, 1316)	(1333, 1331)	(1333.5, -6552.5)	(1376, 1323)	(1466, 1322)	(1291, 1323)	(1376, 1337)	(1376, 1309)	(964, 1193)	(1066, 1192)	n	n	d	n	77.20819815645275	7875.614674423832	1.0	102.004901843	absolute	0.27449661236	28.0	6.0	1.8	000
28	60180301	art_egg	art_egg_for_clicking	1	art_egg	1	1.98104222617	1023.0	1141.0	1257.0	1490.0	30.1063482505	0.525439405716	1.72569383123	176.020770786	1.7059105249	174.002873539	0.00980392156863	(1419, 1070)	(1423, 1102)	(1334, 1077)	(1331, 1093)	(1377.1408204102052, 754.0027513756881)	(1377, 1089)	(1466, 1077)	(1292, 1078)	(1377, 1076)	(1377, 1103)	(964, 1193)	(1066, 1193)	n	n	d	n	3.284287041393603	334.99727822214754	1.0	102.0	absolute	0.264705882353	27.0	6.0	1.8	030
29	60181201	art_egg	art_egg_for_clicking	1	art_egg	1	1.77698967574	792.0	909.0	1275.0	1481.0	117.434477614	2.04955784124	1.88099398829	191.861386805	1.56862745098	160.0	0.00980392156863	(1335, 847)	(1327, 861)	(1417, 842)	(1431, 867)	(1379.0, 773.3888888888889)	(1379, 867)	(1299, 822)	(1459, 822)	(1379, 854)	(1379, 880)	(963, 1193)	(1065, 1193)	n	n	d	n	0.9177559912854028	93.61111111111109	1.0	102.0	absolute	0.254901960784	26.0	6.0	1.8	120
30	05100002	art_egg	art_egg_for_clicking	2	art_egg	1	1.00037221023	489.0	692.0	85.0	211.0	11.8972727822	0.207640458029	0.7637100928	77.1385000232	0.76233887265	77.0	0.00990050483961	(127, 526)	(134, 658)	(164, 658)	(170, 526)	(149.5, 959.5)	(149, 588)	(111, 590)	(188, 590)	(149, 665)	(149, 512)	(215, 473)	(316, 474)	n	n	d	n	3.678040879174756	371.50033647360266	1.0	101.004950374	absolute	1.51477724046	153.0	0.5	1.0	000
31	05100302	art_egg	art_egg_for_clicking	2	art_egg	1	1.06709272778	252.0	450.0	84.0	210.0	107.933552996	1.8837403152	0.970628817972	99.0088973032	0.833350952881	85.0058821494	0.00980345044142	(161, 426)	(112, 341)	(182, 330)	(138, 425)	(149.8637356635718, 405.4175314036045)	(146, 353)	(107, 375)	(192, 374)	(147, 428)	(146, 278)	(215, 477)	(317, 476)	n	n	d	n	0.515266786053386	52.55973793433357	1.0	102.004901843	absolute	1.47055024402	150.003333296	0.5	1.0	030
32	05120002	art_egg	art_egg_for_clicking	2	art_egg	1	1.33922412063	488.0	694.0	332.0	451.0	3.18237439874	0.0555412731868	0.755062667947	77.0163921306	0.754965619929	77.0064932327	0.00980392156863	(369, 531)	(367, 640)	(408, 661)	(408, 515)	(408.5, -797.5)	(388, 589)	(352, 588)	(429, 589)	(387, 664)	(389, 514)	(214, 474)	(316, 474)	n	n	d	n	13.59462296456342	1386.651542385469	1.0	102.0	absolute	1.47071894844	150.013332741	0.5	1.2	000
33	05120302	art_egg	art_egg_for_clicking	2	art_egg	1	1.12912845424	261.0	453.0	310.0	456.0	99.8356938389	1.74241017886	0.964202708574	98.3486762745	0.846777367909	86.3712915268	0.00980392156863	(395, 428)	(359, 329)	(380, 423)	(428, 343)	(388.6336405529954, 410.1883640552996)	(394, 354)	(349, 370)	(435, 378)	(387, 427)	(401, 281)	(214, 476)	(316, 476)	n	n	d	n	0.5533729774264748	56.44404369750043	1.0	102.0	absolute	1.43793820528	146.669696938	0.5	1.2	030
34	05180002	art_egg	art_egg_for_clicking	2	art_egg	1	1.70293863659	465.0	698.0	571.0	703.0	31.7188587809	0.553582193668	0.775093748877	79.0633617733	0.765234509099	78.0576709875	0.00980345044142	(607, 552)	(617, 642)	(635, 668)	(661, 516)	(626.7198581560284, 727.7836879432627)	(630, 585)	(593, 589)	(671, 592)	(627, 658)	(633, 512)	(215, 476)	(317, 475)	n	n	d	n	1.4001421247690096	142.82136000331184	1.0	102.004901843	absolute	1.43251189914	146.123235661	0.5	1.8	000
35	05180302	art_egg	art_egg_for_clicking	2	art_egg	1	1.61527704844	223.0	486.0	552.0	729.0	41.7300170238	0.728304713779	0.998835068808	101.881177018	0.976905564981	99.6443676281	0.00980392156863	(604, 394)	(648, 281)	(626, 425)	(676, 369)	(567.285557986871, 490.50437636761455)	(640, 371)	(593, 353)	(678, 405)	(665, 330)	(615, 412)	(215, 475)	(317, 475)	n	n	d	n	1.37145215445041	139.88811975394182	1.0	102.0	absolute	0.941584878709	96.0416576283	0.5	1.8	030
36	10100002	art_egg	art_egg_for_clicking	2	art_egg	1	1.04957355303	492.0	683.0	800.0	995.0	3.11818149897	0.0544209287724	1.44135432938	147.018141597	1.44117647059	147.0	0.00980392156863	(856, 526)	(854, 647)	(930, 650)	(928, 523)	(894.5, -2114.5)	(894, 587)	(821, 586)	(968, 586)	(895, 660)	(894, 514)	(964, 474)	(1066, 474)	n	n	d	n	26.485294571280292	2701.50004627059	1.0	102.0	absolute	1.4314061237	146.003424617	1.0	1.0	000
37	10100302	art_egg	art_egg_for_clicking	2	art_egg	1	1.01153645404	252.0	445.0	792.0	992.0	21.1664786883	0.369413848885	1.50371635821	151.87535218	1.49518063814	151.013244452	0.00990099009901	(852, 297)	(861, 415)	(926, 417)	(939, 298)	(889.1477272727273, 761.0965909090907)	(894, 350)	(819, 356)	(970, 358)	(893, 422)	(895, 279)	(964, 476)	(1065, 476)	n	n	d	n	4.070546793935319	411.1252261874672	1.0	101.0	absolute	1.41598005277	143.01398533	1.0	1.0	030
38	10120002	art_egg	art_egg_for_clicking	2	art_egg	1	1.2873728592	495.0	681.0	1032.0	1225.0	6.21289361975	0.108432251702	1.42801603104	147.085651197	1.42731655158	147.013604813	0.00970873786408	(1097, 532)	(1094, 640)	(1172, 655)	(1167, 516)	(1117.0733788395903, -768.3566552900922)	(1135, 588)	(1062, 587)	(1209, 585)	(1136, 660)	(1134, 516)	(963, 474)	(1066, 474)	n	n	d	n	13.169661319560753	1356.4751159147577	1.0	103.0	absolute	1.39819308951	144.013888219	1.0	1.2	000
39	10120302	art_egg	art_egg_for_clicking	2	art_egg	1	1.1200273814	248.0	450.0	1035.0	1246.0	28.1575896291	0.491428154555	1.52967980512	154.497660317	1.51433369783	152.947703481	0.00990099009901	(1098, 410)	(1096, 300)	(1161, 423)	(1189, 303)	(1103.1059556786704, 662.5526315789502)	(1137, 350)	(1061, 351)	(1213, 368)	(1129, 422)	(1146, 278)	(964, 476)	(1065, 476)	n	n	d	n	3.112723174167979	314.3850405909659	1.0	101.0	absolute	1.43564356436	145.0	1.0	1.2	030
40	10180002	art_egg	art_egg_for_clicking	2	art_egg	1	1.99973341712	460.0	698.0	1268.0	1483.0	4.62886694486	0.0807865861516	1.45587509407	147.043384501	1.455479221	147.003401321	0.00990099009901	(1338, 629)	(1336, 548)	(1412, 669)	(1415, 507)	(1365.1284403669724, 2406.1192660550423)	(1375, 586)	(1304, 587)	(1451, 588)	(1375, 657)	(1375, 516)	(964, 475)	(1065, 475)	n	n	d	n	18.02124787571533	1820.146035447248	1.0	101.0	absolute	1.39603960396	141.0	1.0	1.8	000
41	10180302	art_egg	art_egg_for_clicking	2	art_egg	1	1.29890448518	227.0	481.0	1267.0	1484.0	61.426292097	1.07205942568	1.60149775708	164.962043057	1.52589955855	157.175061635	0.00970828032559	(1343, 401)	(1342, 310)	(1384, 425)	(1442, 322)	(1346.332547169811, 492.9363207546951)	(1385, 344)	(1304, 345)	(1456, 385)	(1365, 418)	(1405, 271)	(963, 475)	(1066, 476)	n	n	d	n	1.4938516641136583	153.8739729399365	1.0	103.004854255	absolute	1.47900799727	152.3450032	1.0	1.8	030
42	20100002	art_egg	art_egg_for_clicking	2	art_egg	1	1.02777777778	1254.0	1406.0	24.0	264.0	1.36416101894	0.0238083991166	1.70303930139	172.00696944	1.70299907873	172.002906952	0.00990099009901	(96, 1364)	(96, 1292)	(185, 1291)	(185, 1365)	(184.00000000000003, -5896.500000000003)	(140, 1328)	(56, 1327)	(228, 1328)	(140, 1370)	(140, 1286)	(215, 1192)	(316, 1192)	n	n	d	n	71.5310295769192	7224.633987268839	1.0	101.0	absolute	0.831683168317	84.0	2.0	1.0	000
43	20100302	art_egg	art_egg_for_clicking	2	art_egg	1	1.04086525712	1022.0	1169.0	27.0	263.0	24.0375398259	0.419521840905	1.68882800924	172.260456942	1.67647058824	171.0	0.00980392156863	(101, 1054)	(93, 1124)	(187, 1126)	(180, 1053)	(142.5, 681.3888888888889)	(142, 1092)	(57, 1083)	(228, 1083)	(142, 1134)	(142, 1050)	(215, 1194)	(317, 1194)	n	n	d	n	4.025602113091158	410.6114155352981	1.0	102.0	absolute	0.823529411765	84.0	2.0	1.0	030
44	20101202	art_egg	art_egg_for_clicking	2	art_egg	1	1.02075850558	779.0	933.0	23.0	260.0	107.375875951	1.87400730167	1.91120642555	193.031848981	1.64356435644	166.0	0.00990099009901	(109, 818)	(81, 876)	(173, 818)	(202, 877)	(142.0, 757.0)	(141, 860)	(59, 818)	(225, 818)	(141, 822)	(142, 898)	(215, 1193)	(316, 1193)	n	n	d	n	1.0198500421242052	103.00485425454472	1.0	101.0	absolute	0.752540382798	76.0065786626	2.0	1.0	120
45	20120002	art_egg	art_egg_for_clicking	2	art_egg	1	1.30245809044	1243.0	1422.0	255.0	516.0	5.32831679899	0.0929939290223	1.68699631126	172.073623748	1.68638850504	172.011627514	0.00980392156863	(338, 1360)	(338, 1297)	(426, 1369)	(423, 1287)	(361.5087209302326, -521.2500000000023)	(383, 1329)	(297, 1328)	(469, 1326)	(384, 1371)	(383, 1287)	(215, 1191)	(317, 1191)	n	n	d	n	18.14092951005169	1850.3748100252724	1.0	102.0	absolute	0.823587766373	84.0059521701	2.0	1.2	000
46	20120302	art_egg	art_egg_for_clicking	2	art_egg	1	1.23499437153	1010.0	1170.0	263.0	506.0	25.2576786854	0.440816653278	1.70003417598	173.40348595	1.68630300934	172.002906952	0.00980392156863	(336, 1122)	(343, 1058)	(420, 1050)	(429, 1129)	(386.23166259168704, 698.6540342298288)	(382, 1092)	(298, 1082)	(470, 1083)	(382, 1134)	(382, 1051)	(215, 1194)	(317, 1194)	n	n	d	n	3.856556151723883	393.36872747583607	1.0	102.0	absolute	0.813725490196	83.0	2.0	1.2	030
47	20121202	art_egg	art_egg_for_clicking	2	art_egg	1	1.22889877357	765.0	953.0	258.0	520.0	102.915299784	1.79615785707	1.86849009975	190.622623714	1.62725631211	166.012047756	0.00980203746722	(350, 822)	(325, 875)	(413, 817)	(444, 882)	(385.796686746988, 753.875)	(385, 860)	(302, 819)	(468, 821)	(385, 823)	(385, 898)	(214, 1192)	(316, 1194)	n	n	d	n	1.0402705376875703	106.12799034549192	1.0	102.019605959	absolute	0.735152810042	75.0	2.0	1.2	120
48	20180002	art_egg	art_egg_for_clicking	2	art_egg	1	1.96014007268	1232.0	1437.0	502.0	736.0	0.0153140368889	0.000267272482703	1.69611026229	173.01156082	1.69611025727	173.011560307	0.00980345044142	(580, 1304)	(580, 1353)	(667, 1376)	(664, 1280)	(8107.4999999999645, 648607.499999997)	(624, 1328)	(538, 1329)	(711, 1327)	(623, 1287)	(625, 1370)	(215, 1193)	(317, 1192)	n	n	d	n	6345.996584228857	647322.7586702758	1.0	102.004901843	absolute	0.813922580079	83.0240928888	2.0	1.8	000
49	20180302	art_egg	art_egg_for_clicking	2	art_egg	1	1.86829317117	1005.0	1180.0	499.0	739.0	15.8993229535	0.277487350325	1.70326865469	173.741751934	1.69780931298	173.184872319	0.00980345044142	(579, 1114)	(584, 1065)	(668, 1044)	(670, 1136)	(654.1449136276391, 466.5537428023039)	(625, 1092)	(539, 1082)	(712, 1090)	(627, 1051)	(623, 1134)	(215, 1193)	(317, 1194)	n	n	d	n	6.138184867519797	626.124944905543	1.0	102.004901843	absolute	0.814630749511	83.0963296422	2.0	1.8	030
50	20181202	art_egg	art_egg_for_clicking	2	art_egg	1	1.81010236955	789.0	929.0	532.0	737.0	96.0899820669	1.67703710368	1.87086974871	190.828714369	1.65921054216	169.239475301	0.00980392156863	(656, 810)	(685, 890)	(591, 829)	(568, 870)	(634.5456255879586, 746.5321417372218)	(626, 860)	(715, 827)	(546, 818)	(629, 822)	(624, 899)	(215, 1193)	(317, 1193)	n	n	d	n	1.1155804153676314	113.7892023674984	1.0	102.0	absolute	0.756491832308	77.1621668954	2.0	1.8	120
51	60100002	art_egg	art_egg_for_clicking	2	art_egg	1	1.09090909091	1279.0	1373.0	785.0	1017.0	1.27322470257	0.0222213077952	1.73265228199	175.006457757	1.73261663386	175.00285712	0.00990050483961	(936, 1311)	(936, 1335)	(849, 1312)	(849, 1334)	(850.5000000000001, -6552.49999999999)	(893, 1323)	(983, 1322)	(808, 1323)	(893, 1310)	(893, 1337)	(964, 1200)	(1065, 1199)	n	n	d	n	77.97256119906011	7875.614674423822	1.0	101.004950374	absolute	0.26731363067	27.0	6.0	1.0	000
